Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
2904,Little Bluestem,6,Schizachyrium scoparium,"['sun', 'partial sun']",0,"Little Bluestem is one of the most widespread and recognizable of our native U.S. wild grasses. This medium size erect clump-forming grass is valued for its outstanding green to blue-green summer foliage which is followed in autumn by rich browns, often flushed orange, red or bronzish purple. The flowering and fruiting effects are secondary on this species to its handsome foliage colors. Plants are adapted to a range of exposures and sites as long as they are mostly sunny and the soils are well drained. This species is found throughout Central and Eastern North America. It is becoming more popular in cultivated gardens and as always is a first rate naturalizing plant for meadows, wildscapes, and transition landscapes.",{'white'},"{'fall', 'summer'}",TRUE,"[2, 5]","[1.5, 3.0]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/schizachyriumscoparium.jpg,"['perennial', 'groundcover', 'grass']",['medium'],0.10273973
2905,Schefflera,6,Schefflera spp.,"['sun', 'partial sun', 'shade']",0,"Tropical trees and shrubs with interesting dark glossy green to variegated palmate leaves. Some species, such as Schefflera actinophylla are used as coarse textured shade trees in the tropics, while Schefflera arboricola and Schefflera elegantissima are finer textured and often grown as shrubs. All of the above species are popular as interiorscape plants as they tolerate very low light levels and will adapt to indoor conditions. They can also be used as effective annual textural accents, either in the ground or in containers. The large flower and fruit structures, particularly those on S. actinophylla are an asset in tropical landscapes.","{'red', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[4, 40]","[4, 40]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/scheffleraactinophylla.jpg,"['shrub', 'tree', 'interiorscape', 'annual', 'tropical']","['small', 'medium', 'large']",0.13013699
2906,European Beech,6,Fagus sylvatica,"['sun', 'partial sun', 'shade']",0,"European Beech is the old world counterpart to the American Beech and is very similar in most respects. A wider range of cultivars, including those with bronze or cutleaf foliage or weeping or contorted growth habits.",{'green'},{'spring'},TRUE,"[50, 60]","[40, 60]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/fagussylvaticaasplenifolia.jpg,['tree'],"['medium', 'large']",0.09075342
2907,Mexican Elder,6,Sambucus mexicana,"['sun', 'partial sun']",0,"Mexican Elder is a West Texas native that reaches the size of a small tree. The pinnately compound leaves form a dense spreading canopy and the trunk is composed of thick gnarled branches, giving the effect of a large bonsai. This gnome-home look accounts for its popularity despite being rather short-lived. While evergreen or semi-evergreen in winter the plant may be drought deciduous. Creamy white flowers occur in late winter or early spring and are followed by blue-black berries that tend to have a cathartic effect on birds.",{'white'},"{'spring', 'summer', 'winter'}",TRUE,"[15, 30]","[20, 25]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/sambucusmexicana.jpg,"['shrub', 'tree']","['small', 'large']",0.125
2908,Australian Pine,6,Casuarina equisetifolia,"['sun', 'partial sun']",0,"Australian Pine is not really a pine, but rather the horse-tail like small drooping stems lend a long-needled pine sort of look to the trees. Trees are nearly pantropical in warm climates, although originally native to Australia an portions of Southeast Asia. Plant are strongly responsive to environment, ranging from twisted shrubs in harsh windy sites to large evergreen trees in more favorable locations. Trees are subtropical, growing as trees only in the warmest portions of our region, as dieback shrubs or small trees in USDA zone 9. Trees are very salt tolerant and are common components of coastal landscapes around the warm regions of the world. Trees can become weedy in favorable sites. Fine twigs are the photosynthetic organs, leaves tiny and scale-like. Trees can be very handsome with a wind-swept wispy appearance.",{'red'},{'summer'},TRUE,"[40, 70]","[15, 40]",1,1,1,1,1,http://ekps.tamu.edu//images/plants/casuarinaequisetifolia5.jpg,"['shrub', 'tree', 'tropical']","['small', 'medium', 'large']",0.09589041
2909,Dwarf Palmetto Palm,7,Sabal minor,"['sun', 'partial sun', 'shade']",10,"Dwarf Palmetto Palms are among the most cold hardy palms in the world with successful plantings in USDA zones 7b and protected locations in 7a. Somewhat slighted by designers due to its very coarse texture, but highly deserving of greater usage as a tropical accent. The fan-palm like foliage radiates from a woody base, but the species rarely develops a trunk. Also useful in xeriscapes and coastal plantings.",{'white'},{'spring'},TRUE,"[5, 12]","[5, 7]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sabalminor.jpg,"['shrub', 'tropical']","['medium', 'large']",0.94349315
2910,Blue Plumbago,7,Plumbago auriculata,"['sun', 'partial sun']",10,Blue Plumbago is a tropical shrub that is frequently planted as a herbaceous perennial or summer annual in cooler climates. Plants form irregularly mounded small shrubs with clusters of white to medium blue flowers from spring to frost.,"{'blue', 'white'}","{'fall', 'spring', 'summer'}",TRUE,"[2, 4]","[2, 5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/plumbago.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium']",0.97773973
2911,Showy Stonecrop Sedum,7,Sedum spectabile,"['sun', 'partial sun']",10,Showy Stonecrop Sedum is a widely utilized herbaceous perennial succulent in American gardens. It is well adapted to heat or cold as well as moderate drought. The succulent foliage forms a rounded mound after overwintering in a rosette form. Foliage is topped with attractive umbels of white to bronze-red small flowers; the persistent seed heads are attactive into autumn.,"{'red', 'white'}",{'summer'},TRUE,"[1, 2]","[1, 2]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sedumspe.jpg,['perennial'],['small'],0.93835616
2912,Desert Willow,7,Chilopsis linearis,['sun'],10,"Desert Willow is a delicate small deciduous tree native to West Texas. Desert Willow derives its name from the resemblence of the foliage to that of willows (Salix spp.). In addition to its ability to withstand arid conditions, it offers recurring flushes of white to lavender maroon Catalpa-like flowers in small panicles. Growth is irregular and requires attention to trunk development during early growth.","{'white', 'maroon'}","{'fall', 'spring', 'summer'}",TRUE,"[15, 30]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/chilopsi.jpg,"['shrub', 'tree']","['small', 'large']",0.97773973
2913,Yellow Bells or Esperanza,7,Tecoma stans var. angustata,"['sun', 'partial sun']",10,"Yellow Bells is a native Texas deciduous suckering shrub, subshrub, herbaceous perennial, or annual depending on the portion of the state in which it is grown. Despite rather narrow leaflets, the overall form of the shrub is somewhat coarse and ratty. The yellow flowers that occur sporadically from late spring to frost are its best attribute. Periodic pruning to maintain canopy structure is adviseable.",{'yellow'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 6]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/tecomastansvarangustata3.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium']",0.97773973
2914,White Sage,7,Artemisia ludoviciana,"['sun', 'partial sun']",10,"White Sage is an upright suckering herbaceous perennial with siver-gray foliage. White Sage spreads via aggressive underground rhizomes, so it needs to have a restrained root zone or to be placed where its spreading tendencies can be accommodated. Good for naturalized or low maintenance landscapes; adds a nice vertical form to landscapes. White Sage is a Texas native.",{'yellow'},{'spring'},FALSE,"[2, 4]","[0, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/artemisialudoviciana.jpg,"['perennial', 'groundcover']","['small', 'medium']",0.94349315
2915,Tree Yellow Bells,7,Tecoma stans var. stans,"['sun', 'partial sun']",10,Tree Yellow Bells represents the species type which is a shurb or small tree used as a woody plant in Rio Grande Valley landscapes. The leaflets on the species type are broader than on the more widely utilized Tecoma stans var. angustata. Tecoma stans var. stans is less cold hardy than T. stans var. angustata and is more likely to be encountered as a seasonally planted tropical annual over much of our region.,{'yellow'},"{'fall', 'spring', 'summer', 'winter'}",TRUE,"[15, 20]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/tecomastansvarstans'goldstar'.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",1
2916,Fragrant Sumac,7,Rhus aromatica,['sun'],10,"Fragrant Sumac is typically a fine textured shrub with dark glossy green leaves above with pubescence beneath resulting in a gray-green summer color. The foliage is aromatic, desirable to some, the source of the common name Shunk Bush to others. The foliage turns good combinations of yellow, orange, and red in autumn. A very tought underutilized shrub for xeriscapes and low maintenance gardens.","{'yellow', 'green'}",{'spring'},TRUE,"[2, 8]","[4, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rhusaromatica2.jpg,['shrub'],"['small', 'medium']",0.94349315
2917,Smooth Sumac,7,Rhus glabra,['sun'],10,"Smooth Sumac is a widely distributed North American native shrub or small tree with moderately coarse textured dark glossy green summer foliage and firey red fall color. Individual plants have mostly hemispherical crowns, but tend to sucker to form spreading colonies. Intermediate between Rhus typhina and Rhus lanceolata in coarseness of texture. Useful primarily in naturalized landscapes.","{'yellow', 'green'}",{'summer'},TRUE,"[10, 15]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rhusglabra4.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
2918,Prairie Flameleaf Sumac,7,Rhus lanceolata,['sun'],10,"Prairie Flameleaf Sumac is a small native Texas tree that suckers to form colonies. The large pinnately compound leaves and moderately coarse sparsely branched limbs result in a rather unattractive winter form, but the dark glossy green leaflets in summer and super red fall color are serviceable. Yellow-green flowers are mildly interesting in summer and the terminal clusters of red-brown drupes on female trees add fall and early winter interest. This species can be a seriously invasive weed and rarely the sap can be a dermal irritant to some people. Finer textured than most other tree-form Rhus spp., but still coarse in winter.","{'yellow', 'green'}",{'summer'},TRUE,"[10, 15]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rhuslanceolata2.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
2919,Rosemary,7,Rosmarinus officinalis,['sun'],10,Rosemary is a classic old world medicinal herb that can be used as an evergreen woody shrub (USDA zone 8) or subshrub (z. 7). The beautiful aromatic foliage ranges from dark green to gray-green to nearly blue-green in color. Small axillary clusters of tubular flowers add interest in spring to summer. The habit is somewhat variable forming an irregular upright oval to a weeping or prostrate mound. Properly sheared and potted rosmary can be trained into excellent living christmas trees.,"{'blue', 'white', 'pink'}","{'spring', 'summer'}",FALSE,"[2, 5]","[2, 5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/rosmarinusofficinalis2.jpg,"['shrub', 'tree']","['small', 'medium']",0.96061644
2920,Texas Palmetto or Texas Sabal,7,Sabal mexicana,"['sun', 'partial sun']",10,"Texas Palmettos can eventually become large palms, but are slow growers. They are somewhat shorter than Sabal palmetto but form a stouter more massive trunk. While native to extreme South Texas, they are cold hardy enough for use in all but extreme North Texas. An outstanding choice for a coarse tropical look, but leave room for full crown development and have patience.",{'white'},{'spring'},TRUE,"[25, 50]","[2, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sabalmexicana.jpg,"['tree', 'tropical']","['medium', 'large']",0.94349315
2921,Agarito,7,Berberis trifoliolata,"['sun', 'partial sun']",10,"Berberis trifoliolata is a small to medium size coarse textured evergreen shrub. Agarito is valued for its holly-like leaflets, late winter to early spring yellow flowers and red summer fruit. It is an effective barrier plant for adverse sites. Fits well with naturalized landscapes.",{'yellow'},"{'spring', 'winter'}",TRUE,"[3, 8]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/berberisfoliolata.jpg,['shrub'],"['small', 'medium']",0.96061644
2922,Hen-And-Chicks,7,Sempervivum tectorum,['sun'],10,"Hen-And-Chicks are an old world perennial. Plants exist as small rosettes of succulent leaves. Foliage varies from green, gray-green, to bronze. Clumps spread by suckering of new plants around the base of the mother plants. Popular in rock gradens or in strawberry pots.",{'red'},{'summer'},FALSE,"[0.16666666666666666, 0.3333333333333333]","[0.16666666666666666, 0.5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sempervivumtectorum.jpg,['perennial'],['small'],0.93835616
2923,Annual Fountain Grass or Crimson Fountaingrass,7,Pennisetum setaceum,"['sun', 'partial sun']",10,"Annual Fountain Grass is a fantastic summer annual for the northern three-fours of Texas and can be used as a herbaceous perennial in USDA zone 9b. The species type is seldom seen, with most cultivars in the trade derived from the red-leaved forms. The plants form an upright rounded fountain of usually bronze or red-green leaves topped from mid-summer to late fall by narrow bottle-brush or foxtail-like flower spikes ranging from off-white to red-bronze. Plants add much movement to the landscape in the slightest breeze.","{'red', 'white'}","{'fall', 'summer'}",TRUE,"[3, 4]","[1.5, 2.5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/penisetumsetaceum5.jpg,"['perennial', 'grass', 'annual', 'tropical']","['small', 'medium']",0.96061644
